序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置
4989,桃園市桃園區,文昌里,民族路110號三、四樓,121.3091,24.9926,市中心區聯合里集會所文明、文昌、文化、南華里,文昌、文化、長美、南華,129,"水災,震災,土石流",卓維順,3348058#1109,是,否,否
4990,臺北市文山區,,文山區景中街27號,121.5429,24.993,景美國中,景行里、景華里、景東里原收容人數101人，修為80人？,80,"水災,震災",張光耀,02-89353130#501,是,否,否
4991,桃園市桃園區,文昌里,民權路24號7樓,121.3105,24.9934,長青學苑,武陵、文明、西湖、永興,42,"水災,震災,土石流",林宜蓁,3361367,是,否,否
4992,桃園市桃園區,光興里,縣府路7號,121.3015,24.9939,桃園市公所禮堂,光興、中正、西門、文中、中興,64,"水災,震災,土石流",陳錫恩,03-3348058#1211,是,否,否
4993,新北市中和區,嘉慶里,中和區連城路460號,121.4783,24.994,中和高中,平河里、信和里、仁和里、灰里、嘉穗里、文元里、民安里、明德里、嘉慶里,2072,"水災,震災,土石流,海嘯",劉師政,02-22482688#286,是,是,否
4994,臺北市文山區,,文山區景福街225號,121.5387,24.9941,溪口國小,景慶里、景仁里,90,"水災,震災",劉家森,29350955＃715,是,否,是
4995,桃園市龜山區,龜山里,中興路一段50號,121.338374,24.994116,龜山社區活動中心,龜山里,70,"水災,震災,土石流,海嘯",張慶圳,03-3505657,是,否,是
4996,新北市中和區,秀山里,中和區立人街2號,121.5212,24.9942,秀山國小,安和里、秀山里、秀成里、秀福里、秀景里、秀明里、秀峰里、秀仁里、秀水里、秀義里、秀士里,4228,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,是,是
4997,新北市板橋區,五權里,廣和街31號,121.4624,24.9945,重慶國小,五權、廣福、和平、重慶、大豐、仁愛、華德,2135,"水災,震災,土石流,海嘯",方素英組長,29565592305,是,是,否
4998,桃園市龜山區,新路里,永安街77號,121.334421,24.994912,新路社區活動中心,新路里、陸光里、新興里,60,"水災,震災,土石流,海嘯",黃清桃,03-3204836,是,否,是
4999,桃園市龜山區,大同里,大同路23號,121.341548,24.994986,壽山高級中學,龜山里,796,"水災,震災,土石流,海嘯",陳瑋哲,3501778#511,是,否,是
5000,桃園市桃園區,東門里,東國街14號,121.3149,24.9952,東門國小,本市市中心區各里,550,"水災,震災,土石流",劉玫鳳,03-3322057#512,是,是,否
5001,臺北市文山區,,臺北市文山區景興路與景華街交叉口,121.5446,24.9956,景華公園,全區,1350,震災,高奕翔,2788-4255,否,是,是
5002,新北市永和區,智光里,永和區智光里中正路100號,121.5143,24.9957,智光商工,智光里、潭墘里、潭安里、民族里、民本里,722,"震災,土石流,海嘯",張傳奇,29432491#220,是,是,否
5003,桃園市中壢區,芝芭里,啟文路175號,121.203831,24.995705,中壢市芭里社區活動中心,芝芭里,50,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否
5004,桃園市桃園區,西門里,莒光街2號,121.3048,24.9958,桃園國中,本市中路區各里,70,"水災,土石流",劉秀娥,03-3353070,是,是,否
5005,臺北市文山區,,文山區木柵路4段77號,121.5719,24.9959,木柵高工,博嘉里、萬美里、萬芳里,169,"水災,震災",蔡明雄,02-22300506#601,是,否,否
5006,臺北市文山區,興安里,文山區景華街150巷21號,121.5482,24.9961,景興國小,興安里、興福里、景東里,126,"水災,震災",張郁敏,02-29329438#41,是,否,否
5007,臺北市文山區,,文山區景興路46巷2號,121.5443,24.9962,景興國中,景華里、萬有里,100,"水災,震災",朱美銀,02-29323794#130,是,否,否
5008,臺北市文山區,興得里,興隆路三段222號,121.5443,24.9962,臺北市文山運動中心,全區,189,震災,劉宜庭,2570-2330轉6423,是,否,否
5009,桃園市龜山區,嶺頂里,西嶺頂24號,121.342294,24.996761,嶺頂社區活動中心,嶺頂里、新嶺里,68,"水災,震災,土石流,海嘯",呂博夫,03-3293595,是,否,是
5010,桃園市龜山區,大同里,自強東路269號,121.345413,24.997386,自強國小,大同里,700,"水災,震災,土石流,海嘯",陳光華,3590758#51,是,否,是
5011,桃園市桃園區,三民里,中山東路128號,121.3207,24.9976,三民里集會所,三民、萬壽,36,"水災,震災,土石流",卓維順,3348058#1109,是,否,否
5012,新北市樹林區,潭底里,千歲街59號,121.426072,24.997757,文林國小,圳安、保安、潭底、圳福、文林、圳民,1151,"震災,土石流",事務組長安臺興,26812625轉841,是,是,否
5013,桃園市龜山區,龜山里,自強西路66號,121.338533,24.997776,龜山國中,龜山里,100,"水災,震災,土石流,海嘯",陳怡真,3205681#512,是,否,是
5014,桃園市桃園區,朝陽里,朝陽街63號,121.3129,24.9978,北門、朝陽二里聯合活動中心,北門、朝陽、民生、中和,69,"水災,震災,土石流",卓維順,3348058#1109,是,否,否
5015,新北市永和區,民族里,永和區民族里民權路60號,121.5199,24.998,民權市民活動中心,民治里、永元里、永安里、民族里、民權里、潭墘里、潭安里、民本里、智光里、民生里、秀得里、民富里、秀元里,125,"水災,震災,土石流,海嘯",王晨燁,29282828#111,是,否,否
5016,桃園市桃園區,青溪里,鎮撫街41號,121.3145,24.9981,青溪、成功、東門里集會所,青溪、成功、東門、東山,88,"水災,震災,土石流",卓維順,3348058#1109,是,否,否
5017,新北市板橋區,重慶里,國慶路221號,121.4632,24.9982,重慶國中,鄉雲、廣德、大豐、仁愛、重慶、和平、廣福、五權、華德、信義、華東,2826,"水災,震災,土石流,海嘯",陳冠樺組長,29543001504,是,是,否
5018,新北市中和區,漳和里,中和區景平路634之2號,121.5002,24.9982,中和區公所,新南里、南山里、瓦里、錦昌里、錦和里、德行里、中山里、碧河里、正行里、連河里、連城里、枋寮里、漳和里,65,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,否,是
5019,桃園市桃園區,永興里,三民路3段22號,121.3078,24.9983,成功國小,本市中路區各里,212,"水災,土石流",鄭頌穎,03-3322772#352,是,是,否
5020,新北市深坑區,阿柔里,阿柔里阿柔洋62號,121.6072,24.9983,阿柔市民活動中心,阿柔、昇高、萬順里,57,"震災,土石流,海嘯",羅定國林進發,2.66E+15,是,否,是
5021,新北市板橋區,崑崙里,大觀路三段50巷30號,121.4313,24.9984,溪崑國中,崑崙、成和、溪北、溪洲、溪福、堂春,785,"水災,震災",彭素櫻組長,26869729383,是,是,是
5022,新北市中和區,自強里,中和區莒光路200號,121.4719,24.9985,自強國小,民享里、瑞穗里、明穗里、清穗里、自強里、德穗里、民生里、國光里、壽德里、明德里、民有里、員富里、冠穗里、國華里,562,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,是,是
5023,臺北市文山區,,文山區景福街21巷5號,121.5388,24.9987,志清國小,景仁里、萬隆里、萬祥里,35,"水災,震災",王信傑,02-29323875#40,是,否,是
5024,新北市中和區,明穗里,中和區莒光路191號,121.4726,24.9988,自強國中,積穗里、民享里、員山里、嘉新里、民安里、安穗里、瑞穗里、明穗里、清穗里、自強里、德穗里、民生里、國光里、壽德里、明德里、民有里、冠穗里、國華里,936,"水災,震災,土石流,海嘯",劉師政,02-22482688#286,是,是,否
5025,臺北市文山區,,臺北市文山區興隆路3段125巷6號,121.5587,24.9988,興華國小,興昌、興光、興得、興家、萬芳、萬美、博嘉,30,"水災,震災",呂昌諭,02-22393070#130,是,否,否
5026,新北市中和區,文元里,中和區員山路154號,121.4814,24.9991,積穗國小,平河里、信和里、仁和里、中正里、建和里、灰里、積穗里、員山里、嘉穗里、文元里、嘉新里、安穗里、錦中里、錦盛里、員富里、嘉慶里,545,"水災,震災,土石流,海嘯",劉師政,02-22482688#286,是,是,是
5027,桃園市桃園區,青溪里,自強路80號,121.3182,24.9997,青溪國小,本市埔子區各里,210,"水災,震災,土石流",王志宏,03-3347883#510,是,是,否
5028,新北市永和區,民權里,永和區民權里得和路202號,121.5214,24.9997,秀朗國小,民權里、永元里、民本里、民生里、秀得里、民富里、秀元里、民樂里、民治里、民族里、秀林里、勵行里、得和里、智光里,2124,"水災,震災,土石流,海嘯",劉思亭,02-29420451#5502,是,是,否
5029,新北市中和區,漳和里,中和區中和路100號,121.5016,24.9999,中和國小,中原里、連和里、連城里、力行里、枋寮里、漳和里、廟美里、福真里、福善里、福美里、福祥里、瓦里、福和里、佳和里、安樂里、新南里、南山里、德行里、中山里、碧河里、正行里,2866,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,是,是
5030,彰化縣彰化市,忠孝里,辭修路200號,120,25,忠孝國小,西勢里萬壽里長樂里忠孝里忠權里五權里西興里,703,"水災,震災,土石流,海嘯",楊娣雅,04-72221411710,否,否,否
5031,臺北市士林區,蘭雅里,中山北路六段392號,121,25,士東國小,蘭雅里,63,,吳志豪,02-28710064,否,否,否
5032,新北市中和區,嘉新里,中和區民安街66號,121.4798,25.0004,積穗國中,平河里、信和里、積穗里、民享里、員山里、嘉穗里、文元里、嘉新里、民安里、安穗里、瑞穗里、明穗里、清穗里、自強里、德穗里、民生里、國光里、壽德里、民有里、員富里、嘉穗里、冠穗里、國華里,597,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,是,否
5033,臺北市文山區,,文山區興隆路3段115巷1號,121.5588,25.0005,萬芳高中,興光里、興得里,131,"水災,震災",張盈霏,02-22309585#500,是,否,否
5034,新北市深坑區,萬順里,萬順里北深路3段107巷26號,121.6041,25.0008,萬順市民活動中心,萬順、萬福、阿柔3里,22,"震災,土石流,海嘯",楊文得-許添丁,26622208-26621959,是,否,否
5035,桃園市中壢區,芝芭里,領航南路一段與文德路,121.207661,25.000969,公十五公園,芝芭里,1007,震災,市府養工處,03-3396122#1,否,是,否
5036,桃園市桃園區,永安里,中正五街315號,121.3033,25.001,永安、長安、長德三里聯合活動中心（永康公園管理中心）,永安、長德、長安、東埔、信光,196,"水災,震災,土石流",卓維順,3348058#1109,是,是,否
5037,桃園市桃園區,,桃園市三民路、三元街、自強路口,121.3171,25.0013,三民公園、青溪公園,本市會稽區各里,2800,"水災,震災,土石流",林義順,3354757,否,是,否
5038,新北市中和區,枋寮里,廟美街6巷3號2、4樓,121.5011,25.0014,鶴齡交誼中心,備用（廟美里、新南里、南山里）,82,"水災,震災,土石流,海嘯",劉師政,02-22482688#286,是,否,是
5039,新北市中和區,枋寮里,中和區廣福路41號,121.5034,25.0016,南山高中,連和里、連城里、力行里、枋寮里、漳和里、廟美里、福真里、福善里、福美里、福祥里、瓦里、福和里、佳和里、安樂里、安平里、中安里、泰安里、宜安里、安順里,2130,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,是,否
5040,臺北市文山區,,文山區興隆路2段235號,121.5508,25.0017,興德國小,興豐里、興邦里、興業里,30,"水災,震災",朱雅菁,02-29329431#35,是,否,否
5041,新北市深坑區,深坑里,深坑里文化路41號,121.6183,25.0017,深坑國中,深坑、埔新、昇高、土庫4里,304,"水災,震災,土石流,海嘯",陳春男-林玉葉,2662145510-2662145517,是,是,是
5042,新北市深坑區,深坑里,深坑里文化路45號,121.6169,25.0018,深坑國小,深坑、埔新、阿柔,632,"水災,震災,土石流,海嘯",張嘉榮-陳佑瑜,02-26624675,是,是,是
5043,臺北市文山區,萬美里,文山區萬和街1號,121.5673,25.0019,萬芳國小,萬芳里、萬美里,135,"水災,震災",何寶妍,2230-1232#31,是,否,否
5044,新北市樹林區,金寮里,保安街二段151號,121.415438,25.002028,武林國小,三多、三福、三興、圳安、潭底、?獠、光興、金寮,822,"震災,土石流,海嘯",事務組長陳寶賢,26812475轉831,是,是,否
5045,臺北市文山區,,文山區木柵路4段159巷14之1號,121.5758,25.0021,博嘉國小,博嘉里,30,"水災,震災",陳逸儒,02-22302585#130,是,否,否
5046,桃園市龜山區,精忠里,光峰路141號,121.343353,25.002285,精忠集會所,精忠里,114,"水災,震災,土石流,海嘯",吳陳巧珠,03-2134389,是,否,是
5047,新北市板橋區,中山里,大觀路二段59巷31號,121.4477,25.0023,中山國小,中山、大安、復興、聚安、龍安、福安、浮洲、華中、僑中、大觀、歡園,1136,震災,林柏丞組長,22755313222,是,是,否
5048,臺北市文山區,興旺里,文山區福興路2號,121.5519,25.0024,興隆國小,興旺里、興泰里,133,"水災,震災",張仁傑,02-29323131#511,是,否,是
5049,新北市深坑區,深坑里,深坑里北深路2段166號,121.6147,25.0025,深坑市民活動中心,深坑、埔新、萬福里,36,"水災,震災,土石流,海嘯",張松林-張阿免,26622723-26624911,是,否,否
5050,新北市深坑區,深坑里,深坑里深坑街10號,121.616,25.0025,深坑區公所,深坑、埔新、土庫、賴仲、萬順、萬福、昇高、阿柔8里,100,"水災,震災,土石流,海嘯",陳東梧,02-26623116256,是,否,否
5051,新北市中和區,枋寮里,中和區廣福路39號,121.5055,25.0027,漳和國中,福和里、安樂里、安和里、安平里、中安里、泰安里、秀山里、秀成里、秀福里、秀景里、秀明里、秀峰里、秀仁里、秀水里、宜安里、安順里、秀義里、秀士里,1067,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,是,是
5052,臺北市文山區,興昌里,興德路55號,121.5571,25.0029,興德里營區,全區,200,"水災,震災",李德龍上尉,02-23140177,是,否,否
5053,桃園市桃園區,,桃園市中正五街、永康街口,121.3018,25.0032,永康公園,本市埔子區各里,800,"水災,震災,土石流",林義順,03-3354757,否,是,否
5054,新北市板橋區,福星里,重慶路157號,121.4627,25.0033,後埔國小,廣德、福德、仁愛、福星、大豐、華興、鄉雲、華貴、華福、華東、景星 、重慶、後埔、湳興、國泰、和平、廣福、五權、福星,703,"水災,震災",林淑茹組長,29614142-50,是,是,否
5055,新北市永和區,得和里,永和區得和里秀朗路一段201號,121.5186,25.0035,復興商工,永安里、大新里、福和里、得和里、店街里、永樂里、永元里、雙和里、安和里、協和里、水源里,827,"水災,震災,土石流,海嘯",羅保羅,02-29262121223,是,是,否
5056,新北市永和區,潭墘里,永和區潭墘里秀朗路一段120號,121.517,25.0036,永和國小,潭墘里、永安里、潭安里、大新里、雙和里、安和里、水源里、店街里、永樂里、得和里、民治里、民權里、保平里、福和里,1329,"水災,震災,土石流,海嘯",賀仲民,29214615#401,是,是,否
